,period,poolAmount,poolAmountUsd,timestamp,token,date
19,hourly,7710005145337811845102,11970399788548579914468463160000000000,1662566400,0x49d5c2bdffac6ce2bfdb6640f4f80f226bc10bab,2022-09-07 16:00:00
20,hourly,21599782713,4079931574987453402035000000000000000,1662566400,0x152b9d0fdc40c096757f570a51e494bd4b943e50,2022-09-07 16:00:00
21,hourly,25229868410701,25229868410701000000000000000000000000,1662562800,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,2022-09-07 15:00:00
22,hourly,300025612064253971409361,5584208354979493193083840215981240000,1662562800,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,2022-09-07 15:00:00
23,hourly,21890417015911,21890417015911000000000000000000000000,1662562800,0xa7d7079b0fead91f3e65f86e8915cb59c1a4c664,2022-09-07 15:00:00
24,hourly,28142236333,5314369375642257081564800000000000000,1662562800,0x50b7545627a5162f82a992c33b87adc75187b218,2022-09-07 15:00:00
25,hourly,7710455700447016752091,11913200158697126312433780272375100000,1662562800,0x49d5c2bdffac6ce2bfdb6640f4f80f226bc10bab,2022-09-07 15:00:00
26,hourly,24497187922851,24497187922851000000000000000000000000,1662559200,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,2022-09-07 14:00:00
27,hourly,341547798127110534282521,6339127133239171516283589760000000000,1662559200,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,2022-09-07 14:00:00
28,hourly,21864215243578,21864215243578000000000000000000000000,1662559200,0xa7d7079b0fead91f3e65f86e8915cb59c1a4c664,2022-09-07 14:00:00
29,hourly,28144919372,5309280516636574503446000000000000000,1662559200,0x50b7545627a5162f82a992c33b87adc75187b218,2022-09-07 14:00:00
30,hourly,7711419523784017950296,11923313518488468954238298707672160000,1662559200,0x49d5c2bdffac6ce2bfdb6640f4f80f226bc10bab,2022-09-07 14:00:00
31,hourly,21600786413,4074420256129788100000000000000000000,1662559200,0x152b9d0fdc40c096757f570a51e494bd4b943e50,2022-09-07 14:00:00
32,hourly,23918890443689,23918890443689000000000000000000000000,1662555600,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,2022-09-07 13:00:00
33,hourly,344304009432082433282873,6379382362981967020999118364333940000,1662555600,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,2022-09-07 13:00:00
34,hourly,22370078825202,22370078825202000000000000000000000000,1662555600,0xa7d7079b0fead91f3e65f86e8915cb59c1a4c664,2022-09-07 13:00:00
35,hourly,28145243028,5309341571368058369754000000000000000,1662555600,0x50b7545627a5162f82a992c33b87adc75187b218,2022-09-07 13:00:00
36,hourly,7690614935023802165614,11843700812235355811088872280000000000,1662555600,0x49d5c2bdffac6ce2bfdb6640f4f80f226bc10bab,2022-09-07 13:00:00
37,hourly,21801485213,4112649929645045548146500000000000000,1662555600,0x152b9d0fdc40c096757f570a51e494bd4b943e50,2022-09-07 13:00:00
38,hourly,23910292463116,23910292463116000000000000000000000000,1662552000,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,2022-09-07 12:00:00
39,hourly,342715366112980487824252,6262967212292607613505806231456520000,1662552000,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,2022-09-07 12:00:00
40,hourly,22381956958768,22381956958768000000000000000000000000,1662552000,0xa7d7079b0fead91f3e65f86e8915cb59c1a4c664,2022-09-07 12:00:00
41,hourly,28171998414,5276151110901583035874800000000000000,1662552000,0x50b7545627a5162f82a992c33b87adc75187b218,2022-09-07 12:00:00
42,hourly,7694854405843129564174,11668515695292550886761274470000000000,1662552000,0x49d5c2bdffac6ce2bfdb6640f4f80f226bc10bab,2022-09-07 12:00:00
43,hourly,21801615598,4083083374719835754063600000000000000,1662552000,0x152b9d0fdc40c096757f570a51e494bd4b943e50,2022-09-07 12:00:00
44,hourly,23900897451619,23900897451619000000000000000000000000,1662548400,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,2022-09-07 11:00:00
45,hourly,342767464376694045868412,6269485882796006559450227046844040000,1662548400,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,2022-09-07 11:00:00
46,hourly,22355398082418,22355398082418000000000000000000000000,1662548400,0xa7d7079b0fead91f3e65f86e8915cb59c1a4c664,2022-09-07 11:00:00
47,hourly,28204547803,5288389378974643900000000000000000000,1662548400,0x50b7545627a5162f82a992c33b87adc75187b218,2022-09-07 11:00:00
48,hourly,7696654295015696835228,11652734602653765008535192000000000000,1662548400,0x49d5c2bdffac6ce2bfdb6640f4f80f226bc10bab,2022-09-07 11:00:00
49,hourly,23911765081309,23911765081309000000000000000000000000,1662544800,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,2022-09-07 10:00:00
50,hourly,341103424143355777739330,6259636209978273904971681723744700000,1662544800,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,2022-09-07 10:00:00
51,hourly,22376644082759,22376644082759000000000000000000000000,1662544800,0xa7d7079b0fead91f3e65f86e8915cb59c1a4c664,2022-09-07 10:00:00
52,hourly,28205438995,5293932435305640500000000000000000000,1662544800,0x50b7545627a5162f82a992c33b87adc75187b218,2022-09-07 10:00:00
53,hourly,7697446311012363324543,11652086327758075106160211680000000000,1662544800,0x49d5c2bdffac6ce2bfdb6640f4f80f226bc10bab,2022-09-07 10:00:00
54,hourly,21801572903,4092620524300325166890400000000000000,1662544800,0x152b9d0fdc40c096757f570a51e494bd4b943e50,2022-09-07 10:00:00
55,hourly,429289528353424743036,429289528353424743036000000000000,1662544800,0x130966628846bfd36ff31a822705796e8cb8c18d,2022-09-07 10:00:00
56,hourly,23911456442899,23911456442899000000000000000000000000,1662541200,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,2022-09-07 09:00:00
57,hourly,339575419346101089438990,6269410568441636540785391884818000000,1662541200,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,2022-09-07 09:00:00
58,hourly,22373786587021,22373786587021000000000000000000000000,1662541200,0xa7d7079b0fead91f3e65f86e8915cb59c1a4c664,2022-09-07 09:00:00
59,hourly,28212217833,5303115474170025900000000000000000000,1662541200,0x50b7545627a5162f82a992c33b87adc75187b218,2022-09-07 09:00:00
60,hourly,7698433114327254061757,11703462108508307551218430801500000000,1662541200,0x49d5c2bdffac6ce2bfdb6640f4f80f226bc10bab,2022-09-07 09:00:00
61,hourly,23898467303846,23898467303846000000000000000000000000,1662537600,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,2022-09-07 08:00:00
62,hourly,339600976791054504565989,6288940354099232037971400604015200000,1662537600,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,2022-09-07 08:00:00
63,hourly,22372035844650,22372035844650000000000000000000000000,1662537600,0xa7d7079b0fead91f3e65f86e8915cb59c1a4c664,2022-09-07 08:00:00
64,hourly,28204111767,5302672811942390933895600000000000000,1662537600,0x50b7545627a5162f82a992c33b87adc75187b218,2022-09-07 08:00:00
65,hourly,7699342870179313943631,11696995675233817329443087820000000000,1662537600,0x49d5c2bdffac6ce2bfdb6640f4f80f226bc10bab,2022-09-07 08:00:00
66,hourly,23897905688024,23897905688024000000000000000000000000,1662534000,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,2022-09-07 07:00:00
67,hourly,338957838575873962628625,6235143409055729254319556800636250000,1662534000,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,2022-09-07 07:00:00
68,hourly,22337575512688,22337575512688000000000000000000000000,1662534000,0xa7d7079b0fead91f3e65f86e8915cb59c1a4c664,2022-09-07 07:00:00
69,hourly,28221445378,5308840509403478600000000000000000000,1662534000,0x50b7545627a5162f82a992c33b87adc75187b218,2022-09-07 07:00:00
70,hourly,7702274983655014029619,11689958673815744565647672740371680000,1662534000,0x49d5c2bdffac6ce2bfdb6640f4f80f226bc10bab,2022-09-07 07:00:00
71,hourly,446807528353424743036,446807528353424743036000000000000,1662534000,0x130966628846bfd36ff31a822705796e8cb8c18d,2022-09-07 07:00:00
72,hourly,23899692296602,23899692296602000000000000000000000000,1662530400,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,2022-09-07 06:00:00
73,hourly,339094176477143429193609,6242781041604966932350926738943560000,1662530400,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,2022-09-07 06:00:00
74,hourly,22323977055800,22323977055800000000000000000000000000,1662530400,0xa7d7079b0fead91f3e65f86e8915cb59c1a4c664,2022-09-07 06:00:00
75,hourly,28175167774,5292448872319156600000000000000000000,1662530400,0x50b7545627a5162f82a992c33b87adc75187b218,2022-09-07 06:00:00
76,hourly,7706579195720931279664,11715774970870687868277373726906880000,1662530400,0x49d5c2bdffac6ce2bfdb6640f4f80f226bc10bab,2022-09-07 06:00:00
77,hourly,21801670699,4090771742776354300000000000000000000,1662530400,0x152b9d0fdc40c096757f570a51e494bd4b943e50,2022-09-07 06:00:00
78,hourly,23873178735014,23873178735014000000000000000000000000,1662526800,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,2022-09-07 05:00:00
79,hourly,338886888669483115248387,6225009747101568728152546829710680000,1662526800,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,2022-09-07 05:00:00
80,hourly,22324564799692,22324564799692000000000000000000000000,1662526800,0xa7d7079b0fead91f3e65f86e8915cb59c1a4c664,2022-09-07 05:00:00
81,hourly,28175177014,5292477969878054643994200000000000000,1662526800,0x50b7545627a5162f82a992c33b87adc75187b218,2022-09-07 05:00:00
82,hourly,7707793479534180743136,11681540344957676623673192249222400000,1662526800,0x49d5c2bdffac6ce2bfdb6640f4f80f226bc10bab,2022-09-07 05:00:00
83,hourly,23871536125784,23871536125784000000000000000000000000,1662523200,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,2022-09-07 04:00:00
84,hourly,341090370195804545941465,6246086463028456280145936343501150000,1662523200,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,2022-09-07 04:00:00
85,hourly,22302369307767,22302369307767000000000000000000000000,1662523200,0xa7d7079b0fead91f3e65f86e8915cb59c1a4c664,2022-09-07 04:00:00
86,hourly,28178487484,5281620712319798000000000000000000000,1662523200,0x50b7545627a5162f82a992c33b87adc75187b218,2022-09-07 04:00:00
87,hourly,7706624072034282614100,11652955060600877712302187000000000000,1662523200,0x49d5c2bdffac6ce2bfdb6640f4f80f226bc10bab,2022-09-07 04:00:00
88,hourly,23866569573917,23866569573917000000000000000000000000,1662519600,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,2022-09-07 03:00:00
89,hourly,340246169421410877797664,6200361317027982066513083863839360000,1662519600,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,2022-09-07 03:00:00
90,hourly,22317301677647,22317301677647000000000000000000000000,1662519600,0xa7d7079b0fead91f3e65f86e8915cb59c1a4c664,2022-09-07 03:00:00
91,hourly,28129434753,5262167906006791083488100000000000000,1662519600,0x50b7545627a5162f82a992c33b87adc75187b218,2022-09-07 03:00:00
92,hourly,7714723159045708078942,11655412808471397590992856105537700000,1662519600,0x49d5c2bdffac6ce2bfdb6640f4f80f226bc10bab,2022-09-07 03:00:00
93,hourly,23884194873858,23884194873858000000000000000000000000,1662516000,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,2022-09-07 02:00:00
94,hourly,339481117888322736399432,6122851900586910231855634073427360000,1662516000,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,2022-09-07 02:00:00
95,hourly,22304045570455,22304045570455000000000000000000000000,1662516000,0xa7d7079b0fead91f3e65f86e8915cb59c1a4c664,2022-09-07 02:00:00
96,hourly,28118341426,5241566275714089919529400000000000000,1662516000,0x50b7545627a5162f82a992c33b87adc75187b218,2022-09-07 02:00:00
97,hourly,7724950371794727786926,11570662415385297121091370580000000000,1662516000,0x49d5c2bdffac6ce2bfdb6640f4f80f226bc10bab,2022-09-07 02:00:00
98,hourly,21801876925,4068543450651824243250000000000000000,1662516000,0x152b9d0fdc40c096757f570a51e494bd4b943e50,2022-09-07 02:00:00
99,hourly,443978598480934530754,443978598480934530754000000000000,1662516000,0x130966628846bfd36ff31a822705796e8cb8c18d,2022-09-07 02:00:00
100,hourly,23667216037357,23667216037357000000000000000000000000,1662512400,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,2022-09-07 01:00:00
101,hourly,349067739261341468836667,6380958273697322050334272760000000000,1662512400,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,2022-09-07 01:00:00
102,hourly,22267149471068,22267149471068000000000000000000000000,1662512400,0xa7d7079b0fead91f3e65f86e8915cb59c1a4c664,2022-09-07 01:00:00
103,hourly,27991228141,5269789050883824726523500000000000000,1662512400,0x50b7545627a5162f82a992c33b87adc75187b218,2022-09-07 01:00:00
104,hourly,7675219182137242434411,11756209973471435609211672810000000000,1662512400,0x49d5c2bdffac6ce2bfdb6640f4f80f226bc10bab,2022-09-07 01:00:00
105,hourly,21547185601,4057009478116874329544500000000000000,1662512400,0x152b9d0fdc40c096757f570a51e494bd4b943e50,2022-09-07 01:00:00
106,hourly,23676899784736,23676899784736000000000000000000000000,1662508800,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,2022-09-07 00:00:00
107,hourly,348737358956438435838358,6378432227423270992245656760300880000,1662508800,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,2022-09-07 00:00:00
108,hourly,22280919882667,22280919882667000000000000000000000000,1662508800,0xa7d7079b0fead91f3e65f86e8915cb59c1a4c664,2022-09-07 00:00:00
109,hourly,27865000243,5240987012786423913991500000000000000,1662508800,0x50b7545627a5162f82a992c33b87adc75187b218,2022-09-07 00:00:00
110,hourly,7677314539234947832009,11800634856502213335061408984595800000,1662508800,0x49d5c2bdffac6ce2bfdb6640f4f80f226bc10bab,2022-09-07 00:00:00
111,hourly,21550197501,4042414062494331300000000000000000000,1662508800,0x152b9d0fdc40c096757f570a51e494bd4b943e50,2022-09-07 00:00:00
112,daily,25149417253080,25149417253080000000000000000000000000,1662508800,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,2022-09-07 00:00:00
113,daily,315175300639207526753009,5936417047442070822644436041717420000,1662508800,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,2022-09-07 00:00:00
114,daily,21600003082730,21600003082730000000000000000000000000,1662508800,0xa7d7079b0fead91f3e65f86e8915cb59c1a4c664,2022-09-07 00:00:00
115,daily,27255935258,5217703545020139932671800000000000000,1662508800,0x50b7545627a5162f82a992c33b87adc75187b218,2022-09-07 00:00:00
116,daily,7640252401818057442930,12041190590313294891206538600000000000,1662508800,0x49d5c2bdffac6ce2bfdb6640f4f80f226bc10bab,2022-09-07 00:00:00
117,daily,21599782713,4079931574987453402035000000000000000,1662508800,0x152b9d0fdc40c096757f570a51e494bd4b943e50,2022-09-07 00:00:00
118,daily,429289528353424743036,429289528353424743036000000000000,1662508800,0x130966628846bfd36ff31a822705796e8cb8c18d,2022-09-07 00:00:00
119,hourly,23622504169787,23622504169787000000000000000000000000,1662505200,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,2022-09-06 23:00:00
120,hourly,348263367551543630149213,6347003860899082374406011088468030000,1662505200,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,2022-09-06 23:00:00
121,hourly,22304917681549,22304917681549000000000000000000000000,1662505200,0xa7d7079b0fead91f3e65f86e8915cb59c1a4c664,2022-09-06 23:00:00
122,hourly,27867975283,5245855590534344045421800000000000000,1662505200,0x50b7545627a5162f82a992c33b87adc75187b218,2022-09-06 23:00:00
123,hourly,7681245020290559976933,11990653914024172840791720990000000000,1662505200,0x49d5c2bdffac6ce2bfdb6640f4f80f226bc10bab,2022-09-06 23:00:00
124,hourly,458419960790934530754,458419960790934530754000000000000,1662505200,0x130966628846bfd36ff31a822705796e8cb8c18d,2022-09-06 23:00:00
125,hourly,23612867602900,23612867602900000000000000000000000000,1662501600,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,2022-09-06 22:00:00
126,hourly,348243810413683447776840,6412233548936919400291615532088000000,1662501600,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,2022-09-06 22:00:00
127,hourly,22323720597426,22323720597426000000000000000000000000,1662501600,0xa7d7079b0fead91f3e65f86e8915cb59c1a4c664,2022-09-06 22:00:00
128,hourly,27876487948,5273735318276125600000000000000000000,1662501600,0x50b7545627a5162f82a992c33b87adc75187b218,2022-09-06 22:00:00
129,hourly,7678623694517271840721,12144246835202401669488551375219540000,1662501600,0x49d5c2bdffac6ce2bfdb6640f4f80f226bc10bab,2022-09-06 22:00:00
130,hourly,23565847197429,23565847197429000000000000000000000000,1662498000,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,2022-09-06 21:00:00
131,hourly,350373942103086719320018,6467902971222980838647532280000000000,1662498000,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,2022-09-06 21:00:00
132,hourly,22342274946063,22342274946063000000000000000000000000,1662498000,0xa7d7079b0fead91f3e65f86e8915cb59c1a4c664,2022-09-06 21:00:00
133,hourly,27876924149,5292372502599147667979900000000000000,1662498000,0x50b7545627a5162f82a992c33b87adc75187b218,2022-09-06 21:00:00
134,hourly,7680777657813570374320,12176029589825540571594523200000000000,1662498000,0x49d5c2bdffac6ce2bfdb6640f4f80f226bc10bab,2022-09-06 21:00:00
135,hourly,21625783581,4106640459949991873500800000000000000,1662498000,0x152b9d0fdc40c096757f570a51e494bd4b943e50,2022-09-06 21:00:00
136,hourly,458415857093317974310,458415857093317974310000000000000,1662498000,0x130966628846bfd36ff31a822705796e8cb8c18d,2022-09-06 21:00:00
137,hourly,23477171978484,23477171978484000000000000000000000000,1662494400,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,2022-09-06 20:00:00
138,hourly,348966224695652054705112,6471000633753917205138532321841040000,1662494400,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,2022-09-06 20:00:00
139,hourly,22364450274625,22364450274625000000000000000000000000,1662494400,0xa7d7079b0fead91f3e65f86e8915cb59c1a4c664,2022-09-06 20:00:00
140,hourly,28227835323,5354784718775449722161100000000000000,1662494400,0x50b7545627a5162f82a992c33b87adc75187b218,2022-09-06 20:00:00
141,hourly,7685869574899992014284,12147440004433688378655719160000000000,1662494400,0x49d5c2bdffac6ce2bfdb6640f4f80f226bc10bab,2022-09-06 20:00:00
142,hourly,21626787281,4090088936888531830000000000000000000,1662494400,0x152b9d0fdc40c096757f570a51e494bd4b943e50,2022-09-06 20:00:00
143,hourly,23469775058878,23469775058878000000000000000000000000,1662490800,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,2022-09-06 19:00:00
144,hourly,345750658051017712481737,6391858303629241137242358470827580000,1662490800,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,2022-09-06 19:00:00
145,hourly,22342447291020,22342447291020000000000000000000000000,1662490800,0xa7d7079b0fead91f3e65f86e8915cb59c1a4c664,2022-09-06 19:00:00
146,hourly,28245044405,5327095025808222100000000000000000000,1662490800,0x50b7545627a5162f82a992c33b87adc75187b218,2022-09-06 19:00:00
147,hourly,7689779903851078715701,12122625198482328129574514931948040000,1662490800,0x49d5c2bdffac6ce2bfdb6640f4f80f226bc10bab,2022-09-06 19:00:00
148,hourly,21605863631,4074926809342039420000000000000000000,1662490800,0x152b9d0fdc40c096757f570a51e494bd4b943e50,2022-09-06 19:00:00
149,hourly,458848038890559539076,458848038890559539076000000000000,1662490800,0x130966628846bfd36ff31a822705796e8cb8c18d,2022-09-06 19:00:00
150,hourly,23953999548326,23953999548326000000000000000000000000,1662487200,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,2022-09-06 18:00:00
151,hourly,344352006893647281771593,6329806469634700528038728283562080000,1662487200,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,2022-09-06 18:00:00
152,hourly,21824627629468,21824627629468000000000000000000000000,1662487200,0xa7d7079b0fead91f3e65f86e8915cb59c1a4c664,2022-09-06 18:00:00
153,hourly,28246605328,5360906156136252177265600000000000000,1662487200,0x50b7545627a5162f82a992c33b87adc75187b218,2022-09-06 18:00:00
154,hourly,7708278385317092203359,12129237665587706710146006097651050000,1662487200,0x49d5c2bdffac6ce2bfdb6640f4f80f226bc10bab,2022-09-06 18:00:00
155,hourly,21873558850,4158981331251755711560000000000000000,1662487200,0x152b9d0fdc40c096757f570a51e494bd4b943e50,2022-09-06 18:00:00
156,hourly,23840132250761,23840132250761000000000000000000000000,1662483600,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,2022-09-06 17:00:00
157,hourly,342493667698033302563979,6398521889364271019586630837576060000,1662483600,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,2022-09-06 17:00:00
158,hourly,22037671296230,22037671296230000000000000000000000000,1662483600,0xa7d7079b0fead91f3e65f86e8915cb59c1a4c664,2022-09-06 17:00:00
159,hourly,27607974764,5275814893984473625134800000000000000,1662483600,0x50b7545627a5162f82a992c33b87adc75187b218,2022-09-06 17:00:00
160,hourly,7720726287444818966910,12282007092749318715093729890245800000,1662483600,0x49d5c2bdffac6ce2bfdb6640f4f80f226bc10bab,2022-09-06 17:00:00
161,hourly,21831999017,4171575410572095400000000000000000000,1662483600,0x152b9d0fdc40c096757f570a51e494bd4b943e50,2022-09-06 17:00:00
162,hourly,495814038890559539076,495814038890559539076000000000000,1662483600,0x130966628846bfd36ff31a822705796e8cb8c18d,2022-09-06 17:00:00
163,hourly,24738563472954,24738563472954000000000000000000000000,1662480000,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,2022-09-06 16:00:00
164,hourly,304171000217028898670962,6046919484314534505578724560000000000,1662480000,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,2022-09-06 16:00:00
165,hourly,22131781160480,22131781160480000000000000000000000000,1662480000,0xa7d7079b0fead91f3e65f86e8915cb59c1a4c664,2022-09-06 16:00:00
166,hourly,27786294317,5490537789375284316431300000000000000,1662480000,0x50b7545627a5162f82a992c33b87adc75187b218,2022-09-06 16:00:00
167,hourly,7678111286916302398537,12785710910799652068092587455797100000,1662480000,0x49d5c2bdffac6ce2bfdb6640f4f80f226bc10bab,2022-09-06 16:00:00
168,hourly,24908509453984,24908509453984000000000000000000000000,1662476400,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,2022-09-06 15:00:00
169,hourly,304023220132952103967732,6062656826264337065132769716145440000,1662476400,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,2022-09-06 15:00:00
170,hourly,22131918945217,22131918945217000000000000000000000000,1662476400,0xa7d7079b0fead91f3e65f86e8915cb59c1a4c664,2022-09-06 15:00:00
171,hourly,27782110345,5505384387548510850000000000000000000,1662476400,0x50b7545627a5162f82a992c33b87adc75187b218,2022-09-06 15:00:00
172,hourly,7687070700977755263494,12825245586754798629578859372120480000,1662476400,0x49d5c2bdffac6ce2bfdb6640f4f80f226bc10bab,2022-09-06 15:00:00
173,hourly,561173070092193541003,561173070092193541003000000000000,1662476400,0x130966628846bfd36ff31a822705796e8cb8c18d,2022-09-06 15:00:00
174,hourly,24954451085473,24954451085473000000000000000000000000,1662472800,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,2022-09-06 14:00:00
175,hourly,302768273204850038081448,6005433774286587331025674985523360000,1662472800,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,2022-09-06 14:00:00
176,hourly,22107763409672,22107763409672000000000000000000000000,1662472800,0xa7d7079b0fead91f3e65f86e8915cb59c1a4c664,2022-09-06 14:00:00
177,hourly,27783563008,5505621407584588800000000000000000000,1662472800,0x50b7545627a5162f82a992c33b87adc75187b218,2022-09-06 14:00:00
178,hourly,7692163329236679574138,12764452750168638452120338580000000000,1662472800,0x49d5c2bdffac6ce2bfdb6640f4f80f226bc10bab,2022-09-06 14:00:00
179,hourly,21603844694,4256979266572026200000000000000000000,1662472800,0x152b9d0fdc40c096757f570a51e494bd4b943e50,2022-09-06 14:00:00
180,hourly,24971192505208,24971192505208000000000000000000000000,1662469200,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,2022-09-06 13:00:00
181,hourly,301853703575758212858877,5962820245856341625303717356269480000,1662469200,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,2022-09-06 13:00:00
182,hourly,22101371845353,22101371845353000000000000000000000000,1662469200,0xa7d7079b0fead91f3e65f86e8915cb59c1a4c664,2022-09-06 13:00:00
183,hourly,27718837301,5486866215659990172547000000000000000,1662469200,0x50b7545627a5162f82a992c33b87adc75187b218,2022-09-06 13:00:00
184,hourly,7685606225151763603241,12647126179860736114949259960000000000,1662469200,0x49d5c2bdffac6ce2bfdb6640f4f80f226bc10bab,2022-09-06 13:00:00
185,hourly,21604855697,4276620679677713199559000000000000000,1662469200,0x152b9d0fdc40c096757f570a51e494bd4b943e50,2022-09-06 13:00:00
